 Mobile Number  ,name, State  , Telephone  , City  , Email  , Telephone 2  , Country  , Address  , Website 
 9313983199 , Delhi Mahila Kalyan Samiti Trust,Delhi, 011-28522851 , Delhi , mrs_ashamalhotra@rediffmail.com ,, India ," DELHI MAHILA KALYAN SAMITI 48,INSTITUTIONAL AREA D-BLOCK JANAK PURI NEW DELHI-110058", NO website is listed 
 9873639573 , Delhi Parivarik Manch Trust,Delhi, 011-25072170 , Delhi , satishswami66@gmail.com ,, India ," 511, supriya apartment, sector-10, plot -20, Dwarka, New-Delhi 110075", http://dpmbharat.com
 09958199995 , Delhi Protocol Welfare Society Society,Delhi, 011-26107762 , New Delhi , sushilgupta00@gmail.com ,, India ," FLAT NO.128,KADAMBARI APPARTMENT PLOT NO.19, SEC-9 ROHINI, DELHI-110085", NO website is listed 
 9212163065 , Delhi Purvanchal Mahasabha Society,Delhi, 011-25033202 , New Delhi , purvanchal.brahman@gmail.com ,, India , rz-935 st.no.14/3 sadh nagar palam colony new delhi -110045, NO website is listed 
 9811557555 , Delhi Rural And Slum Development Organisation Trust,Delhi, 011-45603483 , New Delhi , sanjay_pearlalloy@yahoo.com ,, India ," E-5, 2nd Floor, Hastsal Vihar, Opp: Holy Public School, Sarvottam Enclave, Near Coal Depot, Uttam Nagar", http://www.drsdo.org
 9811557555 , Delhi Rural N Slum Development Organisation Trust,Delhi, 981-1557555 , Delhi , sanjay@drsdo.org ,, India ," 7/63,GF,subhash nagar,new delhi-110027", http://www.drsdo.org
 9999297672 , Delhi University Womens Association Society,Delhi, 011-27666851 , Delhi , ddb.ugsv.duwa@gmail.com ,, India ," Durgabai Deshmukh Balwadi C/O Delhi University Womens association 7 Chhatra Marg, University Of Delhi Delhi-110007", NO website is listed 
 9811218364 , Delhi Welfare Trust Trust,Delhi, 011-22184974 , Delhi , delhiwelfaretrust@gmail.com ,, India ," C-120,GALI NO.2 BHAJAN PURA NEW DELHI-110053", http://www.delhiwelfaretrust.org
 09310030204 , Deputy Ganj Sadar Baqzar Residents Welfare Association Society,Delhi, 011-23553394 , Delhi , arun_jaindelhi@indiatimes.com ,, India ," 4617, deputy ganj, sadar bazar, delhi - 110006", NO website is listed 
 9811832274 , Dera Baba Kirpal Singh Ji Maharaj Society,Delhi, 011-28011364 , Delhi , parveen_malik1@yahoo.co.in ,, India ," DERA BABA KIRPAL SINGH JI MAHARAJ , RZ-23 B-BLOCK SHIV ENCLAVE DICHAON ROAD NAJAFGARH NEW DELHI-110043", NO website is listed 
 9899914050 , Des Prem Society Society,Delhi, 011-22002168 , Delhi , desprem10@yahoo.in ,, India , 12/190 Geeta colony Delhi-110031, NO website is listed 
 9891265481 , Desires Society,Delhi, 011-25142074 , West Delhi , ananya.desires@gmail.com ,, India , Mrs ANANYA SHARMA PLOT NO 120 FIRST FLOOR PRATAP NAGAR (HARI NAGAR) WEST DELHI- 64, NO website is listed 
 9811480650 , Destitute Welfare Trust Trust,Delhi, 011-24522850 , New Delhi , dwt_ngo@yahoo.co.in , 9811480650 , India ," M-46, Prem Nagar-II, Mubarak Pur Road, Near 40 Feet Road Kirari (Nangloi), Delhi-86", NO website is listed 
 9910200632 , Dev Animal Voluntery Orgnization Trust,Delhi, 011-28522673 , New Delhi , davosanstha@gmail.com ,, India , RZ 25 FIRST FLOOR GALI NO 6 MAIN SAGAR PUR NEW DELHI 110046, http://davongo.org
 09810784869 , Dev Bhoomi Uttrakhand Maitri Sabha Society,Delhi, 011-23825537 , New Delhi , gusain_07@rediffmail.com ,, India , RZA-45 OLD SOM BAZAR ROAD MAAVIR ENCLAVE PART-1 PALAM DABARI ROAD PALAM NEW DELHI-110045, NO website is listed 
 9968469580 , Dev Foundation Society,Delhi, 011-25356892 , Nct Of Delhi , devfoundation13@gmail.com ,, India , RZE 24A Gali No 6 Raghu Nagar New Delhi, http://www.devfoundation.org
 09760327718 , Development Assistance Society,Delhi,India,, trustngo@rediffmail.com ,, India , Gayatri Sadan N 72 X Block Gopal Nagar ExtN Nazafgarh New Delhi 1100 43, NO website is listed 
 09810770769 , Development Evaluation Society Of India Society,Delhi, 011-43305895 , Delhi , desiindia2009@gmail.com ,, India ," D-13 INDRAPRASTHA, 114- i.P. Extension, Delhi-110092", http://www.desiindia.org
 09810770769 , Development Evaluation Society Of India Desi Society,Delhi, 011-43305895 , Delhi , palsakti@hotmail.com ,, India ," D-13, Indraprastha. 114-I.P. Extension, Delhi-110092", NO website is listed 
 09334938890 , Development For Human Action Society,Delhi, 0631-2430315 , Delhi , development4human@gmail.com ,, India ," 8-B, D.D.A FLATS,BOULARD ROAD DELHI54", NO website is listed 
 09330623608 , Development Leadership League Society,Delhi, 033-32950361 , New Delhi , amit.kumar.pandey@gmail.com ,, India ," F-560, Dakshin Puri,Gali No. 5, Dr. Ambedkar Nagar, Sector 5, Behind MCD School No. 2, F-Block, New Delhi - 110062, India", NO website is listed 
 9891288864 , Development Rehabilitation Education Awareness Mission Society,Delhi, 011-25872165 , Delhi , dreams160902@gmail.com ,, India , 26/21 Gange School Raj Niwas Marg, http://www.thedreams.net
 9891149821 , Devi Hansraji Rehabilitation Center Trust,Delhi, 011-23364422 , Hari Nagar , devihansraji@gmail.com ,, India ," wz 406/23,ff,Janak Park", NO website is listed 
 09958058202 , Devi Ram Shree Social And Educational Development Society Society,Delhi, 011-22042230 , West Guru Angad Naga , deviramshree@yahoo.com ,, India ," Corr. Add:- 532, West Guru Angad Nagar, Gali No-16, Laxmi Nagar, Delhi-110092.", NO website is listed 
 9871145699 , Devinefait Hfoundatio N Trust,Delhi, 011-26535688 , New Delhi , devinefathfoundation@gmail.com ,, India , 48-B First Floor DDA Flats P.Phase II Shaheed Jeet Singh marg:- 110017, NO website is listed 
 09891986000 , Devseducat Ionalsocie Ty Society,Delhi, 011-32008600 , Delhi , devseducationalsociety@yahoo.in ,, India ," H.NO 1861, A PANA MANURPUR NARELA DELHI-40", NO website is listed 
 9810162560 , Dhanpati Educational And Welfare Society Society,Delhi, 011-41420302 , New Delhi , social.dews@gmail.com ,, India ," 95, KATWARIA SARAI NEW DELHI-110016", http://www.dewsindia.com
 9868730481 , Dhanpati Educational And Welfare Society Society,Delhi, 011-41430302 , New Delhi , vikramdutt14@yahoo.com ,, India ," Shri Surendra Singh, 95, Katwaria Sarai", http://www.dewsindia.com
 09971862039 , Dharohar The Society For Handwork Promotion Society,Delhi, 011-26807366 , New Delhi , dharohar_d@yahoo.co.in ,, India ," B-307/2, Flat No-3, Nanda Farm, Chattarpur Extension, New Delhi-74", NO website is listed 
 9811138675 , Dhruv Arts And Cultural Society Society,Delhi,India,, dhruvartss@gmail.com ,, India ," A-3/143,SECOND FLOOR SECTOR-7.ROHINI", NO website is listed 
 9873343383 , Dhruvh Social Awareness Forum Society,Delhi, 011-20053715 , South Delhi , dhruvh@gmail.com , 9873343383 , India ," 2nd Floor, SHREEDEEP APARTMENT 146, NAYA BASTI ROAD (Behind Main Bus Stop) DEVLI, New Delhi -110062, INDIA", http://dhruvh.org.in
 9871236304 , Dhuri Hoon Mai Society,Delhi, 011-45691087 , Delhi , dhurihoonmaidhm@yahoo.com ,, India ," DHURI HOON MAI ,H.NO.-39,FIRST FLOOR ,POCKET NO.-14, SECTOR -24 ,ROHINI,DELHI 110085.", NO website is listed 
 9999997253 , Dhyan Chand Foundation For Excellence In Sports Society,Delhi, 011-99999972 , New Delhi , gauravdc@hotmail.com ,, India ," 31 Nilgiri Apartments, Alaknanda, New Delhi - 110019", NO website is listed 
 9810044035 , Dhyan Foundation Trust,Delhi, 011-26253374 , New Delhi , dhyan@dhyanfoundation.com ,, India ," A-80, First Floor, South Extension Part II, New Delhi, India", http://dhyanfoundation.com
 09268637620 , Discover E Association Society,Delhi, 011-25036528 , Delhi , discover_e@rediffmail.com ,, India ," W/Z-904,Naraina Village NEw Delhi-110028", NO website is listed 
 09311163333 , Disha Foundation Society,Delhi, 011-27569878 , New Delhi , rg.disha@gmail.com ,, India ," b-25, New Saraswati society, sec.9, Rohini, Dehi-110085", NO website is listed 
 9711100740 , Dishaa Creative Dance Group Society,Delhi, 011-22726907 , Delhi , manakrocks@rediffmail.com ,, India ," B-5, Dharma Apartment, Plot No. 2, I.P. Extn., Delhi - 110092", NO website is listed 
 09310697175 , Divine World Ngo Society,Delhi, 011-27850118 , New Delhi , sanjaysharma4791@gmail.com ,, India ," H.O.-B-56, Nahar Pur Village, Near Saini Dharamshala, Sector-7, Rohini, New Delhi-110085 Br. & Corresspondece Add.: A-5/69, Sector-15, Rohini, New Delhi-110085", NO website is listed 
 9810212226 , Divjot Organization For Social Empowerment Society,Delhi, 011-22525099 , Delhi , raman.k.pathak@gmail.com ,, India ," 39-A, 3rd Floor Gali No. 14 Sarojini Park Shastri Nagar Delhi - 110031", http://divjot.org
 9968342028 , Divya Bal Ratan Social Shikshan Sanstha Society,Delhi, 011-22326308 , Delhi , bhagwanbharat@yahoo.co.in , 9968342028 , India ," D-874 East Gokal Pur Harijan Basti, Sahadra Delhi-94", NO website is listed 
 9891198368 , Divya Diksha Centre For Performing Arts Society,Delhi, 011-22734840 , New Delhi , welcometoddcpa@gmail.com ,, India ," 40, Him Vihar Apartment, I.P. Extension-110092", NO website is listed 
 9560113866 , Divya Drishti Foundation Society,Delhi, 091-90136643 , New Delhi , dd.foundation2010@gmail.com ,, India ," D-323/2 G/F, New Ashok Nagar ,Delhi-110096", http://www.divyadrishtifoundation.org
 09818785447 , Divya Gyan Sansthan Trust,Delhi, 011-65451625 , Delhi , amodkumarca2003@gmail.com ,, India ," 4 A, E Block Goyla Vihar New Delhi 110071", http://www.divyagayansansthan.com
 09868871215 , Divya Jyoti Society,Delhi, 011-26021546 , New Delhi , divyajyotiregd@gmail.com ,, India ," 1875/15, 3rd Floor, Govind Puri Extn., Kalkaji, New Delhi-110019", NO website is listed 
 9953680909 , Divya Jyoti Sur Sangam Sangeet Mahavidyalaya Society Society,Delhi,India,, divyajyotisursangam@gmail.com ,, India ," KG1/357, Vikaspuri, new-delhi. 110018", NO website is listed 
 9871909808 , Divya Parivar Society,Delhi, 011-26763659 , New Delhi , divyaparivar@gmail.com ,, India ," A-28, MANSARAM PARK, UTTAMNAGAR", http://divyaparivar.in
 9968277163 , Divyajyoti Cultural Organisation And Social Welfare Society Society,Delhi, 011-22024209 , Delhi , dcosws@gmail.com ,, India ," N-108 B, NARAYAN NAGAR, LAKSHMI NAGAR. DELHI - 110092.", http://dcosws.org
 9871100237 , Divyashakti Foundation Society,Delhi,India,, drshikha.sharma@gmail.com ,, India ," C 3-1 VASANT VIHAR ,NEW DELHI 57", NO website is listed 
 9810357567 , Diya Mission Help For All Society,Delhi, 011-22324487 , Delhi , dryatinderbhatnagar@rediffmail.com ,, India ," 35,Darshan Bhavan ,G.T Road ,Shadhara, Delhi-110032", NO website is listed 
 09967767751 , Diyaa Society,Delhi, 011-23748306 , New Delhi , deepaksdhami@gmail.com ,, India ," 12, Palika Place, Annexe, Panchkuyan Road, New Delhi - 110001", NO website is listed 
 9711815151 , Dkrs Group Trust,Delhi, 011-24644065 , New Delhi , reachus@dkrsgroup.org ,, India , A1/265 (Basement) Safdarjung Enclave New Delhi - 110029 India, http://dkrsgroup.org
 8826365542 , Dnr Foundation Society,Delhi, 011-00000000 , New Delhi , info@dnrf.org ,, India ," DNR Village, Mayur Vihar, Hauzkhas , New Delhi", http://www.dnrf.org
 9718864737 , Dr A V Baliga Memeorial Trust Trust,Delhi,India,, baligatrust83@gmail.com ,, India , Dr. A. V. Baliga Memorial trust Link House Bahadur shah Zafar marg New Delhi-110002, http://baligatrust.org
 09891921365 , Dr Ambedakar Society For Thoughts Actions And Consciousness Society,Delhi, 011-22781365 , Delhi , dastaknk@hotmail.com ,, India ," 26/451, Trilok Puri Delhi - 110091", http://www.dastakindia.org
 9891144144 , Dr Ambedkar Charitable Trust Trust,Delhi, 0120-4245699 , Delhi , info@drambedkarcharitabletrust.org ,, India ," U-51, VIJAY NAGAR NARELA ,", http://drambedkarcharitabletrust.org
 9999051041 , Dr Ambedkar Mission Society,Delhi, 011-27637360 , Delhi , drambedkarmission@yahoo.co.in ,, India ," Block B-649, Jahangir Puri, Delhi-110033", NO website is listed 
 9968044167 , Dr Ambedkar Samaj Kalyan Siksha Samiti Society,Delhi, 011-22612416 , Delhi , info@askssamiti.com ,, India ," H.O. 174-A Pocket C-2, Mayur Vihar Ph- III, Delhi- 96", NO website is listed 
 09868112561 , Dr Br Ambdekarakhil Bhartiya Sc St Vikas Sangathan Society,Delhi, 011-25390470 , Delhi , ehsan6005@gmail.com , 09868112561 , India ," Harijan Chaupal H Block, West Sagarpur, (Near Senior Secondary School), New Delhi-110046", NO website is listed 
 9312325694 , Dr Hahnemann Educational Development Society Society,Delhi, 011-32671944 , Delhi , hahnemannsociety@gmail.com , 9312325694 , India ," C-167, Welcome Seelampur iv, Delhi-110053", NO website is listed 
 8745000357 , Dr Sultan Ahmad Memorial Foundtion Trust,Delhi, 091-87450003 , Delhi , SAMFNGO@gmail.com ,, India ," KH NO-35,H NO-55 MOHALLA HABUDA VILLAGA DALLUPURA EAST DELHI-110096", NO website is listed 
 9958878920 , Drashta India Society,Delhi, 011-45700174 , Delhi , drshta@yahoo.co.in ,, India ," 365, Pocket - C8, Sector - 8, Rohini, Delhi 110085 (India)", NO website is listed 
 09811032388 , Draupadi Dream Trust Trust,Delhi, 011-41750068 , New Delhi , draupadi_trust@draupaditrust.org ,, India ," Appt. 71, Mayfair Garden, Hauz Khas Enclave, New Delhi-110016", http://www.draupaditrust.org
 9811350003 , Drishtikon Society,Delhi, 011-25483242 , New Delhi , priyamchat@gmail.com , 011-28311097 , India , Drishtikon(Aviewpoint) B-4/45 Paschim Vihar New Delhi 110063, http://drishtikon.org
 9811350003 , Drishtikon A View Point Society,Delhi, 011-25483242 , New Delhi , drishtikon95@rediffmail.com ,, India , B-4/45 PASCHIM VIHAR NEW DELHI 110063, http://drishtikon.org
 09810566044 , Drishtikon Dance Foundation Trust,Delhi, 011-29556744 , New Delhi , aditimangaldas@gmail.com ,, India ," N-75/4/2, SAINIK FARMS SOUTH NEW DELHI - 110062", NO website is listed 
 9312876831 , Dronah Foundation Society,Delhi, 011-27860137 , New Delhi , dronah.fdn@gmail.com ,, India ," B-81, Chetak Apartment, Plot No 27/2, Sector - 9, Rohini", http://www.dronah.org
 9871013178 , Drupadi Ballet Troupe Society,Delhi, 011-45511655 , New Delhi , drupadi.bt@gmail.com ,, India ," 2073, Park Royal Apartments, Plot 10A, Sector-9, Dwarka,", NO website is listed 
 09289818345 , Dukh Haran Sewa Sanstha Society,Delhi, 011-43082823 , New Delhi , dukhharansewasanstha@gmail.com ,, India ," D-110,SOUTH GANESH NAGAR, NEAR MOTHER DARY FLATES, NEW DELHI-92", NO website is listed 
 09798562220 , Dukh Haran Sewa Sanstha Society,Delhi, 011-22471775 , New Delhi , dhss2009@gmail.com , 09798562220 , India ," D-110, 3rd FLOOR, SOUTH GANESH NAGAR, NEAR MOTHER DARY FLATES, NEW DELHI -92", NO website is listed 
 9968313612 , Dwarka Society Of Performing Arts Society,Delhi, 011-25083744 , New Delhi , somnathdas@ntpceoc.co.in ,, India ," 608, YASH APARTMENT; PLOT NO.-9; SECTOR 11; DWARKA; NEW DELHI-110075", NO website is listed 
 9810826290 , Dynamic India International Association Trust,Delhi, 011-65457146 , New Delhi , diiatrust@gmail.com ,, India ," B-38,ST NO 18 JITAR NAGAR DELHI", http://diia.in
 8802029466 , Early Action Society,Delhi, 011-30427775 , New Delhi , govind.s.aeri@gmail.com ,, India ," H-4/22, 2nd Floor, Bangali Colony, Mahavir Enclave,", http://earlyaction.org
 8850002064 , Earlyactio N Society,Delhi, 011-88600020 , New Delhi , earlyaction.in@gmail.com ,, India ," 1400/1, LGF-5, Hans Plaza Building, Wazirnagar, Kotla Mubarakpur, New Delhi 110003", http://www.eaindia.org
 9871590011 , Eastend Islamic Centre Trust,Delhi, 011-64597779 , Delhi , eastendislamiccentre@gmail.com ,, India , B 94/19 JOSHICOLONY IP EXTENSION, NO website is listed 
 09313185956 , Educaid Society For Educational And Social Welfare Society,Delhi, 011-25151690 , New Delhi , way2rizwan@gmail.com ,, India , Educaid S 1/786 Nafees Road Batla House Jamia Nagar New Delhi 110025, NO website is listed 
 09818252426 , Education And Economic Development Society Society,Delhi, 011-32030308 , New Delhi , eeds.ngo@rediffmail.com , 011-65841522 , India ," A/56, J.J. COLONY, KHANPUR NEW DELHI.110062", http://www.eeds.co.in
 9818713543 , Educational Skills Development Trust Trust,Delhi, 011-98187135 , New Delhi , infonetcomputereducation@gmail.com ,, India ," B.O. Infonet Computer Education, C-211, first Flr. Opp. Community Center Munirka New Delhi 110067", http://www.infoneteducation.com
 09810400229 , Eduheal Foundation Trust,Delhi, 011-26161014 , New Delhi , EHF2008@GMAIL.COM ,, India ," EDUHEAL FOUNDATION,103,GROUND FLOOR,TAJ APARTMENT,RING ROAD,NEAR AIIMS TRAUMA CENTRE,NEW DELHI-110029", http://WWW.EDUHEALFOUNDATION.ORG
 8935805670 , Edunext Foundation Trust,Delhi, 011-29943592 , New Delhi , director@edunextfoundation.com ,, India , f 38 first floor shaheen bagh . abul fazal enclave part 2. jamia nagar okhla delhi 110025, http://www.edunextfoundation.com
 9818100559 , Eduquest Society,Delhi, 011-43595899 , Delhi , sl.rewaria61@gmail.com ,, India ," EDUQUEST-NGO A 292-B, Upper floor, Gali No.16, Vijay Vihar phase-1. Near Sector-5, Rohini Petrol Pump. Delhi-110085", http://eduquestreg.org
 9818100559 , Eduquest Society,Delhi, 011-43595811 , Delhi , kamaljha1346@gmail.com ,, India , A 292 VIJAY VIHAR PHASE 1 NEAR ROHINI SECTOR 5 DELHI 110085, NO website is listed 
 9810543215 , Effort Foundation Ngo Society,Delhi, 011-25087716 , New Delhi , effortfoundation@gmail.com , 9810543215 , India ," Flat No 233, pocket 10 Nasirpur , Dwarka, New Delhi-110045", NO website is listed 
 9650769996 , Ehsaas Foundation New Delhi Society,Delhi, 011-26125344 , Delhi , aksitipvt@gmail.com ,, India ," B-180 Behind Goenka school, Masudpur Vasant kunj New Delhi - 110070", NO website is listed 
 9210600450 , Ek Nayee Asha Society,Delhi, 011-27633344 , Delhi , sushil8181@rediffmail.com ,, India ," k-561, 62, jahangir puri, delhi-110033", NO website is listed 
 9891110001 , Ek Pehal Society,Delhi, 011-47512001 , New Delhi , ekpehal@yahoo.com ,, India ," A-3/19, JEEVAN JYOTI APPARTMENTS, PITAMPURA, DELHI-110034", http://www.ekpehal.com
 9810505940 , Ek Sangharsh Nasha Virodhi Sanstha Society,Delhi, 011-22563156 , Delhi , harshku888@gmail.com ,, India , M 28 welcome seelampur 3 rd delhi 110053, http://www.sangharshindia.com
 9971435235 , Ek Soch Ek Paryas Trust,Delhi, 011-22185335 , Delhi , eksochekparyas.org@gmail.com ,, India , B 240/1 Krishan Kunj Gali no.2 North Ghonda, NO website is listed 
 9811130726 , Ek Tara Foundation Trust,Delhi, 011-26251849 , New Delhi , ektarafoundation@gmail.com ,, India , L 24A South Extension Part II, http://ektarafoundation.com
 8901335223 , Ekaksha Society,Delhi, 011-00000000 , Delhi , ekaksha2014@gmail.com ,, India , G-20 uttam nagar, NO website is listed 
 9999151660 , Eklakshya Charitable Trust Trust,Delhi, 011-65172779 , New Delhi , kamamuki@gmail.com ,, India , RZ27f indra park palam road new delhi 110045, http://eklakshya.net
 9999151660 , Eklakshya Chritable Trust Trust,Delhi, 011-65172779 , New Delhi , eklakshya_trust@yahoo.co.in ,, India , RZ27F INDRA PARK STREET NO-24 PALAM ROAD, http://eklakshya.net
 9818060900 , Eklakshya Educational And Cultural Society Society,Delhi, 981-8060900 , New Delhi , yksmail@gmail.com , 9818060900 , India , Basti Vikas Kendra Ekta Vihar Sector 6 RK puram, NO website is listed 
 9911100091 , Ekta Charitable Welfare Society Society,Delhi, 011-22625026 , Delhi , ektacharitablewelfaresociety@gmail.com ,, India ," B-139, 3RD FLOOR, G.D FARM MAYUR VIAHR PHASE 3", NO website is listed 
 9311438392 , Ekta Samaj Vikas Manch Society,Delhi, 011-32693242 , Delhi , ektasamajvikasmanch@gmail.com ,, India ," Ekta Samaj Vikas Manch, E-73/R-34, Sanjay Colony, Gokal Puri, Delhi - 110094", NO website is listed 
 9910401351 , El Elyon Charity Trust Trust,Delhi, 011-43051679 , Delhi , surendra@carkverma.com ,, India , 304 PRATAP COMPLEX R 20 SHAKARPUR DELHI, NO website is listed 
 9310272196 , Ela Womens Development Society Society,Delhi, 011-40536849 , Malviya Nagar , elawomenorg@gmail.com ,, India , J4 /55C UPG Khirki Extension New Delhi 110019, NO website is listed 
 8950000040 , Elementary And Technical Skill Council Of India Trust,Delhi, 011-43306778 , Delhi , chairman@council.ind.in ,, India , 2302 LGF Hudson Lane Kingsway Camp DELHI-9, http://council.ind.in
 09990089047 , Empower People Society,Delhi, 011-29945951 , New Delhi , empowerpeople@rediffmail.com ,, India ," Fl.no-5, A-4(Dreams Apartment) Abulfazal Enclave Jamia nagar, New Delhi- 110025 E-mail : empower.people@yahoo.com, empowerpeople@rediffmail.com", http://empowerpeoplenews.blogspot.com
 9540954480 , Endeavour Infinitum Society,Delhi,India,, navendu4@gmail.com ,, India ," Endeavour Infinitum, Khasra No 416 , Laxmi Vihar Village Burari Delhi", NO website is listed 
 9958288989 , Energy Unlimited Foundation Society,Delhi, 011-26197685 , New Delhi , info@energyunlimited.org ,, India , T22A Green Park Extension New Delhi 110016 India, http://www.energyunlimited.org
 09999710209 , Environment And Health Foundation Trust,Delhi, 011-65596780 , New Delhi , ehf.org@gmail.com ,, India ," House No. 55 pocket 8, Block C, Sec. 17 Dwarka 110075", NO website is listed 
 09868825876 , Environment And Social Research Organization Society,Delhi, 01234-262729 , Delhi , esroindia@gmail.com ,, India ," A-325, Gali No.2, Near 25 Futa Road, A-Block Meet Nagar, Delhi 110094", http://www.esroindia.org
 9811243578 , Environment Care And Research Trust,Delhi, 011-23401234 , Daryaganj , ecr.delhi@gmail.com ,, India ," 2725  B, Kucha Chellan, Daryaganj, New Delhi  110002", http://www.ecnr.org
 9999379314 , Ethics Educational Society Society,Delhi, 011-13717176 , Delhi , ETHICS.LEGAL@GMAIL.COM , 9999379314 , India , P-23/B PHASE 2 SHARMA COLONY BUDH VIHAR DELHI 110086, NO website is listed 
 9289608884 , Evolution Computer Education Society Society,Delhi, 011-46105319 , Delhi , shaankhan073@gmail.com ,, India , 2272-2273 lal khan gali master shiv parasad turk man gate delhi 110006, NO website is listed 
 9871469938 , Exserviceman Welfare Association South West Zone Society,Delhi, 011-25390579 , Delhi , SherSingh04@yahoo.in ,, India ," EX-SAINIK COMMERCIAL COLLEGE RZ-20H/4A STREET NO.5,MAIN SAGARPUR, NEW DELHI - 110046", NO website is listed 
 8826704227 , Eyes India Society,Delhi, 011-45044707 , Delhi , eyesindiaorg@gmail.com ,, India ," G1/2 FIRST FLOOR, SANTPURA, MODEL TOWN-III, DELHI- 110 009", http://www.eyesindia.org
 9899992888 , Face India Foundation For Art Culture And Education Trust,Delhi, 011-98999928 , Delhi , faceindiamail@gmail.com ,, India ," 397/7 (new 430/7) West Kanti Nagar, Shahdra Delhi 110051", NO website is listed 
 09911119953 , Fair Point Society Society,Delhi, 011-43557585 , Delhi , fairpointwelfaresociety@gmail.com ,, India ," 133, Dhruva Apartments, I.P Extension, New Delhi- 110092.", NO website is listed 
 9911346565 , Faith Foundation Trust,Delhi, 011-26145476 , Delhi , faith.foundation28@gmail.com ,, India ," D-369/14, 1st Floor, Laxmi Nagar", NO website is listed 
 9313062036 , Faizul Quran Educational Trust Trust,Delhi, 011-23242489 , Delhi , saimhashmii@gmail.com ,, India , 1780 houz suiwalan darya ganj new delhi 110002, NO website is listed 
 09868379057 , Falahe Aalam Foundation Society,Delhi, 011-26689828 , New Delhi , fafngo@yahoo.in , 09868379057 , India ," FAF 268-F. HOUZRANI COURT, MALVIYA NAGAR, NEW DELHI-110017", NO website is listed 
 9811914912 , Falahe Ummat Foundation Trust,Delhi,India,, qasimqasminoori@yahoo.com ,, India ," 205- A, Masjid Bangali Market Todarmal Lane Delhi", NO website is listed 
 9999722607 , Falak Society,Delhi, 011-29545148 , New Delhi , shelly1988@gmail.com ,, India , R-20 First Floor Khirki Extn Malviya Nagar New Delhi-110017, NO website is listed 
 9818010856 , Family India Foundation Trust,Delhi, 011-29521743 , New Delhi , contact@familyindiafoundation.org , 9818010856 , India ," Family India Foundation, Kh.No.225, Behind DDA Flats Market, (Gate 3), Ladosarai, New Delhi - 110030", http://www.familyindiafoundation.org
 8585924141 , Family Of Shirdi Sai Baba Society,Delhi, 011-25961047 , Delhi , fssbngo@gmail.com ,, India ," E-6, Basti Vikas kendra, Sultan Puri, New Delhi", http://familyofshirdisai.org
 9999198222 , Farishta Charitable Foundation Society,Delhi, 011-22126713 , Delhi , farishtacherry@gmail.com ,, India ," 1-C,Pocket-B ,Dilshad Garden ,Delhi Pin code-11oo95", NO website is listed 
 9810299627 , Farneducational And Welfare Trust Trust,Delhi, 011-45621147 , Delhi , arshad.gufran@gmail.com , 9810299627 , India , B 94/19 joshi colony i.p. ext new delhi 110092, NO website is listed 
 9250787615 , Farz Educational And Social Welfare Society Society,Delhi,India,, farzsociety@gmail.com ,, India ," C-55/16, Gali no.7, Chauhan Bangar, Jafrabad, Delhi-53", NO website is listed 
 09990527167 , Fast Action Sustainable Trust Of India Trust,Delhi, 011-45660421 , New Delhi , help@f-sas.org ,, India ," C/o- F-SAS, 3389, 2nd Floor, Old Pusa Gate, Ranjeet Nagar, South patel Nagar.", http://www.f-sas.org
 8800620076 , Fatma Masjid Madarsa Al Mashhudia Society,Delhi, 011-22963154 , Delhi , fatmamasjid2009@gmail.com ,, India ," C-429/29 C-block Khajuri Khas,Delhi-110094", NO website is listed 
 9818301821 , Fazalpurae Ktacommitt Ee Society,Delhi, 01123-242036 , New Delhi , fazalpuraec@gmail.com ,, India ," 736 Fazalpura, Suiwalan, Darya Ganj, New Delhi-110002", NO website is listed 
 9212163065 , Federal Walfare Association Society,Delhi, 011-25033202 , New Delhi , fwa.delhi83@gmail.com ,, India , RZ-935 ST.14/3 SADH NAGAR PALAM COLONY NEW DELHI -110045, NO website is listed 
 9953082926 , Federation Of Muslim Organizations Society,Delhi, 011-22454964 , Old Delhi , fomo.india@rediffmail.com ,, India ," Y 9 ,DDA Flats ,Turkman Gate", NO website is listed 
 9999979849 , Fedreration Of Small Scale Industries Agro Rural And Tine Unorganised Sector Trust,Delhi, 011-45652378 , Delhi , socialtimes@gmail.com ,, India ," B-314,R.G.Complex, Paharganj, New Delhi 110055", NO website is listed 
 09968119901 , Feet For Future Society,Delhi, 011-22744408 , East Delhi , feetforfutureindia@gmail.com ,, India ," 208 Samachar Appartments,Mayoor Vihar Extn. Phase I", http://www.feetforfuture.org
 9811132386 , Fight Society,Delhi, 011-27604159 , Delhi , fight_wmf@rediff.com ,, India ," 294, gr. floor, parmanand colony, delhi 110009.", NO website is listed 
 9971764520 , Fight For Future Trust Trust,Delhi, 011-29966710 , New Delhi , administrator@fightforfuturetrust.org ,, India ," REGD. 3/457, DAKSHINPURI EXTN. NEW DELHI-110062 OPERATIONAL OFFICE. 4/38, DDA MARKET DAKSHINPURI EXTN. NEW DELHI -110062", http://www.fightforfuturetrust.org
 09810074611 , Fiit Society,Delhi, 011-32972447 , Narela , fiithighereducation@gmail.com ,, India ," FIIT U-94,LAMPUR ROAD,ABOVE BANK OF BARODA,NARELA,DELHI-110040.", http://www.fiitedu.in
